id_codigo_intituicao;nome_da_ies
1834;UNIVERSIDADE REGIONAL DO NOROESTE DO ESTADO DO RIO GRANDE DO SUL
1835;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO
1836;CENTRO UNIVERSITÁRIO AUGUSTO MOTTA
1837;CENTRO UNIVERSITÁRIO DE CARATINGA
1838;UNIVERSIDADE DE FORTALEZA
1839;FACULDADES INTEGRADAS SÃO JUDAS TADEU
1840;CENTRO UNIVERSITÁRIO DE FORMIGA
1841;FACULDADES UNIFICADAS DE LEOPOLDINA
1842;FACULDADE DOCTUM DE VITÓRIA
1843;FACULDADE DOCTUM DE JUIZ DE FORA
1844;FACULDADES DOCTUM DE GUARAPARI
1845;FACULDADE DOCTUM DE CARANGOLA
1846;FACULDADE DOCTUM DE VILA VELHA
1847;FACULDADE DOCTUM DA ZONA NORTE DE JUIZ DE FORA
1848;FACULDADE PRESIDENTE ANTÔNIO CARLOS DE CONSELHEIRO LAFAIETE
1849;UNIVERSIDADE MUNICIPAL DE SÃO CAETANO DO SUL
1850;FACULDADE DE DIREITO DE CACHOEIRO DO ITAPEMIRIM
1851;FACULDADE DE CIÊNCIAS CONTÁBEIS E ADMINISTRATIVAS DE CACHOEIRO DO ITAPEMIRIM
1852;CENTRO UNIVERSITÁRIO CESMAC
1853;FACULDADE PRESIDENTE ANTÔNIO CARLOS DE UBERLÂNDIA
1854;FACULDADE DE EDUCAÇÃO E ESTUDOS SOCIAIS DE UBERLÂNDIA
1855;FACULDADE PRESIDENTE ANTÔNIO CARLOS DE PONTE NOVA
1856;FACULDADE PRESIDENTE ANTÔNIO CARLOS DE LEOPOLDINA
1857;FACULDADE PRESIDENTE ANTÔNIO CARLOS DE ITABIRITO
1858;FACULDADE PRESIDENTE ANTÔNIO CARLOS DE NOVA LIMA
1859;UNIVERSIDADE NOVE DE JULHO
1860;FACULDADE MARECHAL RONDON
1861;FACULDADE CESMAC DO SERTÃO
1862;FACULDADE CNEC SANTO ÂNGELO
1863;FACULDADE CNEC CAMPO LARGO
1864;CENTRO UNIVERSITÁRIO CENECISTA DE OSÓRIO
1865;FACULDADE CNEC UNAÍ
1866;FACULDADE CESMAC DO AGRESTE
1867;FACULDADE CNEC GRAVATAÍ
1868;FACULDADE CNEC RIO DAS OSTRAS
1869;FACULDADE CNEC VARGINHA
1870;CENTRO UNIVERSITÁRIO CNEC DE BENTO GONÇALVES
1871;FACULDADE CNEC JOINVILLE
1872;FACULDADE CNEC FARROUPILHA
1873;FACULDADE CNEC ITABORAÍ
1874;FACULDADE CNEC ITAJAÍ
1875;LIBERTAS - FACULDADES INTEGRADAS
1876;ESCOLA SUPERIOR DE PROPAGANDA E MARKETING
1877;ESCOLA SUPERIOR DE PROPAGANDA E MARKETING DE PORTO ALEGRE
1878;ESCOLA SUPERIOR DE PROPAGANDA E MARKETING DO RIO DE JANEIRO
1879;UNIVERSIDADE POSITIVO
1880;FACULDADE PIO DÉCIMO
1881;UNIVERSIDADE SALGADO DE OLIVEIRA
1882;FACULDADE DE ADMINISTRAÇÃO MILTON CAMPOS
1883;FACULDADE NOVE DE JULHO DE BAURU
1884;FACULDADE NOVE DE JULHO DE OSASCO
1885;FACULDADE NOVE DE JULHO GUARULHOS
1886;FACULDADE NOVE DE JULHO MAUÁ
1887;CENTRO UNIVERSITÁRIO DO TRIÂNGULO
1888;UNIVERSIDADE IGUAÇU
1889;CENTRO UNIVERSITÁRIO ACADEMIA
1890;FACULDADE  ARNALDO JANSSEN
1891;ESCOLA DE ENGENHARIA KENNEDY
1892;INSTITUTO SUPERIOR DE CIÊNCIAS APLICADAS - ISCA
1893;FACULDADE DE CIÊNCIAS MÉDICAS DE MINAS GERAIS
1894;CENTRO UNIVERSITÁRIO DE JOÃO PESSOA
1895;UNIVERSIDADE TUIUTI DO PARANÁ
1896;CENTRO UNIVERSITÁRIO DO CERRADO-PATROCÍNIO
1897;FACULDADE DE BIBLIOTECONOMIA E CIÊNCIA DA INFORMAÇÃO
1898;ESCOLA DE SOCIOLOGIA E POLÍTICA DE SÃO PAULO
1899;FACULDADE DE ADMINISTRAÇÃO DA FESPSP
1900;FACULDADE EVANGÉLICA DE RUBIATABA
1901;FACULDADE EVANGÉLICA RAÍZES
1902;FACULDADE DE ESTUDOS SUPERIORES DE MINAS GERAIS
1903;FACULDADE DE DIREITO PADRE ARNALDO JANSSEN
1904;FACULDADE DE ESTUDOS ADMINISTRATIVOS DE MINAS GERAIS - FEAD-MG
1905;FACULDADE DA REGIÃO DOS LAGOS
1906;CENTRO UNIVERSITÁRIO UNIFAFIBE
1907;CENTRO UNIVERSITÃRIO DE ANÃPOLIS
1908;FACULDADE RAIMUNDO MARINHO DE PENEDO
1909;FACULDADE RAIMUNDO MARINHO
1910;FACULDADES INTEGRADAS STELLA MARIS DE ANDRADINA
1911;FACULDADE EVANGÃ¿LICA RAÃZES
1912;CENTRO UNIVERSITÁRIO DO NORTE PAULISTA
1913;FACULDADE DE CIÊNCIAS CONTÁBEIS
1914;FACULDADE VISCONDE DE CAIRÚ
1915;FACULDADE SALESIANA DE SANTA TERESA
1916;FACULDADE ESTÁCIO DE ALAGOINHAS
1917;FACULDADE ESTÁCIO DE JARAGUÁ DO SUL
1918;FACULDADE DE DIREITO DO SUL DE MINAS
1919;CENTRO REGIONAL UNIVERSITÁRIO DE ESPÍRITO SANTO DO PINHAL
1920;FACULDADES INTEGRADAS SIMONSEN
1921;FACULDADES UNIFICADAS DE CATAGUASES
1922;FACULDADE DE ADMINISTRAÇÃO DE CATAGUASES
1923;FACULDADE PRESIDENTE ANTÔNIO CARLOS DE VISCONDE DO RIO BRANCO
1924;FACULDADE PRESIDENTE ANTÔNIO CARLOS DE SABARÁ
1925;FACULDADE PRESIDENTE ANTÔNIO CARLOS DE BAEPENDI
1926;FACULDADE PRESIDENTE ANTÔNIO CARLOS DE LAMBARI
1927;FACULDADES DE DRACENA
1928;FACULDADE NOVE DE JULHO DE SÃO BERNARDO DO CAMPO
